Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason?
2024,Week 2,UPCOMING,SUN,09/15,Browns,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,49ers,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Seahawks,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Jets,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Giants,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Rams,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Steelers,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Bengals,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,SUN,09/15,Bears,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 2,UPCOMING,MON,09/16,Falcons,0-0,0.0,0.0,Eagles,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,THU,09/19,Patriots,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Giants,0-0,0.0,0.0,Browns,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Bears,0-0,0.0,0.0,Colts,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Texans,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Eagles,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Chargers,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Broncos,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Packers,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Panthers,0-0,0.0,0.0,Raiders,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Dolphins,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Lions,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Ravens,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,49ers,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,SUN,09/22,Chiefs,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,MON,09/23,Jaguars,0-0,0.0,0.0,Bills,0-0,0.0,0.0,,,0
2024,Week 3,UPCOMING,MON,09/23,Commanders,0-0,0.0,0.0,Bengals,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,THU,09/26,Cowboys,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Saints,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Bengals,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Rams,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Vikings,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Jaguars,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Steelers,0-0,0.0,0.0,Colts,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Broncos,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Eagles,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Commanders,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Patriots,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Chiefs,0-0,0.0,0.0,Chargers,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Browns,0-0,0.0,0.0,Raiders,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,SUN,09/29,Bills,0-0,0.0,0.0,Ravens,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,MON,09/30,Titans,0-0,0.0,0.0,Dolphins,0-0,0.0,0.0,,,0
2024,Week 4,UPCOMING,MON,09/30,Seahawks,0-0,0.0,0.0,Lions,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,THU,10/03,Buccaneers,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Jets,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Panthers,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Ravens,0-0,0.0,0.0,Bengals,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Bills,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Colts,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Dolphins,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Browns,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Raiders,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Cardinals,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Packers,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Giants,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,SUN,10/06,Cowboys,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 5,UPCOMING,MON,10/07,Saints,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 5,BYE,,,Eagles,0-0,,,,,,,,,0
2024,Week 5,BYE,,,Titans,0-0,,,,,,,,,0
2024,Week 5,BYE,,,Chargers,0-0,,,,,,,,,0
2024,Week 5,BYE,,,Lions,0-0,,,,,,,,,0
2024,Week 6,UPCOMING,THU,10/10,49ers,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Jaguars,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Commanders,0-0,0.0,0.0,Ravens,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Cardinals,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Texans,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Buccaneers,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Browns,0-0,0.0,0.0,Eagles,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Colts,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Chargers,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Steelers,0-0,0.0,0.0,Raiders,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Falcons,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Lions,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,SUN,10/13,Bengals,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 6,UPCOMING,MON,10/14,Bills,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 6,BYE,,,Dolphins,0-0,,,,,,,,,0
2024,Week 6,BYE,,,Vikings,0-0,,,,,,,,,0
2024,Week 6,BYE,,,Rams,0-0,,,,,,,,,0
2024,Week 6,BYE,,,Chiefs,0-0,,,,,,,,,0
2024,Week 7,UPCOMING,THU,10/17,Broncos,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Patriots,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Seahawks,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Titans,0-0,0.0,0.0,Bills,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Bengals,0-0,0.0,0.0,Browns,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Texans,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Dolphins,0-0,0.0,0.0,Colts,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Lions,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Eagles,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Raiders,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Panthers,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Chiefs,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,SUN,10/20,Jets,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,MON,10/21,Ravens,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 7,UPCOMING,MON,10/21,Chargers,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 7,BYE,,,Bears,0-0,,,,,,,,,0
2024,Week 7,BYE,,,Cowboys,0-0,,,,,,,,,0
2024,Week 8,UPCOMING,THU,10/24,Vikings,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Ravens,0-0,0.0,0.0,Browns,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Titans,0-0,0.0,0.0,Lions,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Colts,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Packers,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Cardinals,0-0,0.0,0.0,Dolphins,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Jets,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Falcons,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Bears,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Saints,0-0,0.0,0.0,Chargers,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Bills,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Eagles,0-0,0.0,0.0,Bengals,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Panthers,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Chiefs,0-0,0.0,0.0,Raiders,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,SUN,10/27,Cowboys,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 8,UPCOMING,MON,10/28,Giants,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,THU,10/31,Texans,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Cowboys,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Broncos,0-0,0.0,0.0,Ravens,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Dolphins,0-0,0.0,0.0,Bills,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Saints,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Raiders,0-0,0.0,0.0,Bengals,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Chargers,0-0,0.0,0.0,Browns,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Colts,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Commanders,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Patriots,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Bears,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Lions,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Rams,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,SUN,11/03,Jaguars,0-0,0.0,0.0,Eagles,0-0,0.0,0.0,,,0
2024,Week 9,UPCOMING,MON,11/04,Buccaneers,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 9,BYE,,,49ers,0-0,,,,,,,,,0
2024,Week 9,BYE,,,Steelers,0-0,,,,,,,,,0
2024,Week 10,UPCOMING,THU,11/07,Bengals,0-0,0.0,0.0,Ravens,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Giants,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Patriots,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Bills,0-0,0.0,0.0,Colts,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Vikings,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Broncos,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Falcons,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,49ers,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Steelers,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Titans,0-0,0.0,0.0,Chargers,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Jets,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Eagles,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,SUN,11/10,Lions,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 10,UPCOMING,MON,11/11,Dolphins,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 10,BYE,,,Packers,0-0,,,,,,,,,0
2024,Week 10,BYE,,,Raiders,0-0,,,,,,,,,0
2024,Week 10,BYE,,,Browns,0-0,,,,,,,,,0
2024,Week 10,BYE,,,Seahawks,0-0,,,,,,,,,0
2024,Week 11,UPCOMING,THU,11/14,Commanders,0-0,0.0,0.0,Eagles,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Packers,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Jaguars,0-0,0.0,0.0,Lions,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Raiders,0-0,0.0,0.0,Dolphins,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Rams,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Browns,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Ravens,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Vikings,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Falcons,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Seahawks,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Chiefs,0-0,0.0,0.0,Bills,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Bengals,0-0,0.0,0.0,Chargers,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,SUN,11/17,Colts,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 11,UPCOMING,MON,11/18,Texans,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 11,BYE,,,Panthers,0-0,,,,,,,,,0
2024,Week 11,BYE,,,Giants,0-0,,,,,,,,,0
2024,Week 11,BYE,,,Buccaneers,0-0,,,,,,,,,0
2024,Week 11,BYE,,,Cardinals,0-0,,,,,,,,,0
2024,Week 12,UPCOMING,THU,11/21,Steelers,0-0,0.0,0.0,Browns,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Chiefs,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Vikings,0-0,0.0,0.0,Bears,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Titans,0-0,0.0,0.0,Texans,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Lions,0-0,0.0,0.0,Colts,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Patriots,0-0,0.0,0.0,Dolphins,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Buccaneers,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Cowboys,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Broncos,0-0,0.0,0.0,Raiders,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,49ers,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Cardinals,0-0,0.0,0.0,Seahawks,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,SUN,11/24,Eagles,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 12,UPCOMING,MON,11/25,Ravens,0-0,0.0,0.0,Chargers,0-0,0.0,0.0,,,0
2024,Week 12,BYE,,,Falcons,0-0,,,,,,,,,0
2024,Week 12,BYE,,,Bengals,0-0,,,,,,,,,0
2024,Week 12,BYE,,,Jaguars,0-0,,,,,,,,,0
2024,Week 12,BYE,,,Jets,0-0,,,,,,,,,0
2024,Week 12,BYE,,,Saints,0-0,,,,,,,,,0
2024,Week 12,BYE,,,Bills,0-0,,,,,,,,,0
2024,Week 13,UPCOMING,THU,11/28,Bears,0-0,0.0,0.0,Lions,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,THU,11/28,Giants,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,THU,11/28,Dolphins,0-0,0.0,0.0,Packers,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,FRI,11/29,Raiders,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Chargers,0-0,0.0,0.0,Falcons,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Steelers,0-0,0.0,0.0,Bengals,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Texans,0-0,0.0,0.0,Jaguars,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Cardinals,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Colts,0-0,0.0,0.0,Patriots,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Seahawks,0-0,0.0,0.0,Jets,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Titans,0-0,0.0,0.0,Commanders,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Buccaneers,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Rams,0-0,0.0,0.0,Saints,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,Eagles,0-0,0.0,0.0,Ravens,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,SUN,12/01,49ers,0-0,0.0,0.0,Bills,0-0,0.0,0.0,,,0
2024,Week 13,UPCOMING,MON,12/02,Browns,0-0,0.0,0.0,Broncos,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,THU,12/05,Packers,0-0,0.0,0.0,Lions,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Jets,0-0,0.0,0.0,Dolphins,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Falcons,0-0,0.0,0.0,Vikings,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Saints,0-0,0.0,0.0,Giants,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Panthers,0-0,0.0,0.0,Eagles,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Browns,0-0,0.0,0.0,Steelers,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Raiders,0-0,0.0,0.0,Buccaneers,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Jaguars,0-0,0.0,0.0,Titans,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Seahawks,0-0,0.0,0.0,Cardinals,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Bills,0-0,0.0,0.0,Rams,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Bears,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,SUN,12/08,Chargers,0-0,0.0,0.0,Chiefs,0-0,0.0,0.0,,,0
2024,Week 14,UPCOMING,MON,12/09,Bengals,0-0,0.0,0.0,Cowboys,0-0,0.0,0.0,,,0
2024,Week 14,BYE,,,Texans,0-0,,,,,,,,,0
2024,Week 14,BYE,,,Commanders,0-0,,,,,,,,,0
2024,Week 14,BYE,,,Ravens,0-0,,,,,,,,,0
2024,Week 14,BYE,,,Patriots,0-0,,,,,,,,,0
2024,Week 14,BYE,,,Broncos,0-0,,,,,,,,,0
2024,Week 14,BYE,,,Colts,0-0,,,,,,,,,0
2024,Week 15,UPCOMING,THU,12/12,Rams,0-0,0.0,0.0,49ers,0-0,0.0,0.0,,,0
2024,Week 15,UPCOMING,SUN,12/15,Cowboys,0-0,0.0,0.0,Panthers,0-0,0.0,0.0,,,0
